text_clean_joined,date,sentiment_gemini
kakak di siang hari saya dorong motor brebet jam malam di tengah kota dan baru ketemu bengkel jam lbh trauma sekali bukan krn dorong motor sendiri untuk cari bengkel tapi saat motor brebet hampir saja jadi celaka alhamdulillah allah msh lindung saya tolong perintah jg pikir untuk penting masyarakat apalagi nyawa jadi taruh skrng milih bp saja,2025-11-08,negatif
ken meso tp yo kate meso nang sopo intine jhancooook,2025-11-09,negatif
respekkkk konco wedok nyetut nggae supra,2025-11-05,positif
rakyat udah di tahap ikhlas jabat main curang soal gak ada demo,2025-11-01,negatif
aku pakek pertalite aman aja rejekiku pastine hehe,2025-11-05,positif
aku yo gawe pertalite tapi aman kok tiap bulan busi ganti saja biar ngejreng,2025-11-05,positif
bbm sudah gak murni lagi payah,2025-11-05,negatif
coba ae gmn klo mobile para pns di kei pertalite koyo ngono,2025-11-03,negatif
samaaa woyy brebet parahh rugi dobel dobel ga si gara gara bensin,2025-11-08,negatif
mana mau nuntut tanggung jawab perintah nunggu kasus ini uap,2025-11-03,negatif
g wa aqmbak roh ngono tak surung embak,2025-11-08,positif
wing ono wong wedok panas panas nyurung dah motor gatheli direktur e pertamina iki g tanggung jawab,2025-11-05,negatif
perintah bobrok,2025-11-05,negatif
yudhi sadewa,2025-11-01,netral
beat ku sama kayak kaka rusak baru kemarin beli,2025-11-06,negatif
pertamina iki asline krungu opo igak se,2025-11-06,negatif
varioku yo mogok gaes,2025-11-04,negatif
ya allah kl lagi buru g bayang nyeselnya kek mana,2025-11-04,negatif
lapor polisi,2025-11-04,netral
spedaku wes brebet x gara pertamina padahal isie selalu pertamax seng beat parah brebet e sampe ganti injector,2025-11-06,negatif
ya ngpain coba pke pertalitegua yg pnya pcx sama adv dri baru aja smpe skrng gprnh pke pertalie bukan sombong tpi emg gprnh mau aja pke pertalite,2025-11-03,negatif
honda ap kabar,2025-11-04,netral
motor gw brebet ngempos gas biasa gk seperti iniudah dibengkelin disaranin suruh pakai shell,2025-11-05,negatif
stop pertalite biasa pakai pertamax atuh,2025-11-06,negatif
pertamina kl terus bikin mayarakat kecewa dan masyarakat di rugi bisa kantorpom bisa di obong masa jgn main masyarakat beli bukan minta,2025-11-06,negatif
motor gua brebet semenjak pake pertalite anj,2025-11-06,negatif
banyak kendara racun,2025-11-06,negatif
yg nggak jujur pertamina atau pom bensin nya ya,2025-11-06,negatif
lahadalia garagara elu sial,2025-11-03,negatif
ini serius si bahlil gak akan di ganti padahal dari awal si bahlil sudah bikin rakyat pusing,2025-11-02,negatif
terimakasih pak lahadalia,2025-11-02,positif
makin ga nyaman yg mahal maupun murah sama ajah uang ri,2025-11-02,negatif
tolong ini gmn solusi capek bgd sumpah pak,2025-11-02,negatif
lahadalia pak maha ieu pak,2025-11-02,netral
denger ni,2025-11-02,netral
setiawan,2025-11-02,netral
memeg,2025-11-01,netral
motor yo mbrebet mb,2025-11-03,negatif
bahlul,2025-10-31,negatif
samaa njir motor gw gin akhir ini sekarang nak njir,2025-10-31,negatif
kakk sama beat ku bom ada taun tapi pas isi pertalite sekali langsung masalah mesin,2025-11-02,negatif
klo pertalite harus campur pertamax soale sering brebet gitu klo mau abis,2025-11-02,negatif
montorku sis mbentek rb nak bengkel,2025-11-02,negatif
kmrin ak mbrebet juga sampe mati di jalan padahal minggu yang lalu bar service apkarna bensin ya,2025-11-02,negatif
wes penak gawe shell malah di kon tutup,2025-11-01,negatif
untuk sepeda vario mending pertamax ajaron,2025-11-01,netral
pas mangkel mergo ngono ndongoo mbakben jabat sing dholim ndang ketangkep kabeh,2025-11-02,negatif
podo scoopyku brebett,2025-11-02,negatif
jarene lawak bagio biyen pertamina singkatane tahun minyak naik,2025-11-02,negatif
ijolno supra bapak ae mbak enak awet tahan banting,2025-11-01,positif
lahadalia,2025-11-02,negatif
mbak podo,2025-11-02,negatif
mana mau pertamina tanggung jawab mbk e mau korupsi yg cepet,2025-11-02,negatif
peda yo brebet mbak tak kiro opoo motor yo masuk anyar,2025-11-02,negatif
terlalu banyak korban bang,2025-11-02,negatif
tolong samean nang omah e bahlil mbak,2025-11-02,negatif
ayo rin sorong semangaaat ayo pertamina bubar ae lek kualitas nggateli ancooooor nyusahno rakyat jabat balik pertamina melek o mata,2025-11-02,negatif
pertamina kok suruh tanggung jawab ya ogahh lahhhh kalau suruh korupsi okelahhhhhhh,2025-11-02,negatif
hayooo lhooo,2025-11-02,negatif
lahadalia,2025-11-02,netral
swasta minyak dari pertamina juga podo wae,2025-11-02,negatif
iyo aku mo mangkel,2025-11-02,negatif
piye ki tambah gak karu an di isi pertalite brebet di ganti pertamax tambah gak nemen nyala mati nyala mati,2025-11-02,negatif
aku yang tinggal di daerah harus isi apa ini gak ada pom bensin selain pertamina,2025-11-02,negatif
demo pertamina kwalitas pertalite buruk dan hrs tanggungjawab banyak motor org rusak baik mahal hrs gantirugi,2025-11-02,negatif
antara emg sengaja campur air atau tangki pendam spbu nya bocor jd cemar air,2025-11-01,negatif
sementara dah tak isi banyu putih ae,2025-11-02,negatif
pak,2025-11-01,netral
apa motor ku nyendat juga karena itu,2025-11-08,negatif
kami di kalsel juga sudah kena pertalit brebet,2025-11-09,negatif
banjarmasin juga ada pak gimna ini,2025-11-05,negatif
sepeda motor saya baruikut brebet dan mogokgimna solusi,2025-11-08,negatif
bahlul bahlul nyari masalah aja jadi tri gak becus,2025-11-05,negatif
wihh ngeriii biasa beli di situ,2025-11-05,negatif
rapz klk e gara nilhh motor ku ok,2025-11-03,netral
anjng lahpom suasta di beklis si dajjal nyari sempat ga punya kompetitor,2025-11-01,negatif
jangan salahin bensin nya barangkali mesin nya,2025-10-31,netral
pertalitepertamax dll oplos semua bang mtr gw jg korban brebet nya kirain emng dasar gwnya aja cewek yg makenya asalanpdhl oli aki udh gw ganti semua nyata emng pda oplos bensinya,2025-10-31,negatif
ekspresi si fefek liat vidio ini,2025-10-31,netral
demo,2025-11-01,netral
coba dong masyarakat kompak jangan bayar pajak,2025-10-31,negatif
skenario teori awal dari premium hilang suruh ke pertalite drama lagi oplos suruh pindah ke pertamax di buat drama apa nanti pindah lagi ke turbo deklite yang lebih mahal tapi kualitasny depan disamaratakan,2025-11-04,negatif
bang cara baca e di brebet itu seperti baca e di enam,2025-11-02,netral
ethanol,2025-11-02,netral
saran kaa rekomendasi bensin selain pertalite dong,2025-11-01,netral
aku dengernya pertalite setanol,2025-11-03,netral
aku pertamax jg mogok jir,2025-11-07,negatif
pertalite pertamina pelittt,2025-10-31,negatif
bahenol bahlil etanol,2025-10-31,netral
habibullah,2025-11-02,netral
gilakkk yaa sepeda mati di tengah jalan untung gk di tabrak,2025-10-31,negatif
jare pe tangung jawab pertamina,2025-11-03,negatif
itu etanol kak,2025-11-06,netral
motor beat nyoba isi pertamax malah berat kayak nerobos banjir,2025-11-04,negatif
tri esdm,2025-11-04,netral
pertamina tanggung jawab motor juga mogok,2025-11-04,negatif
bahlul kon dorong mbak,2025-11-06,negatif
pom mana ngge kak buat jagaklo mau ngisi,2025-11-03,netral
riau iya jugak sih,2025-11-07,netral
panik,2025-11-06,negatif
klo di campur air memang bahaya bget di takap saj klo kasih air,2025-11-06,negatif
kita bagai rakyat sudah bayar pajak masih saja rugi kami minta ganti rugi ku ulang kami minta ganti rugi,2025-11-06,negatif
aneh pas jabat sidak nyata pertalite aman aja kan anj kapital,2025-10-31,negatif
motor w rusak anjirrr kyk gin udah ke bengkel habis jt lebih ga ngaruh baru sadar gegara pertalitenyaaa,2025-10-31,negatif
di banjarmasin juga banyak motor brebet,2025-11-06,negatif
ke suen langsung ae sidang,2025-11-08,negatif
smua pulau pakkami di banjarmasin pun byk yg mogokminta tolong di usut pa,2025-11-05,negatif
yang heran kok pertamina bilang aman ajaa yaaa gw bingung,2025-11-03,negatif
ngene jare wong cak ji ting,2025-11-03,netral
pak prabowo mohon sekali di tindakada curang lagi dari pertamina,2025-11-06,negatif
pertamina gk ngaku di kalimantan kya gitu juga banyak motor yng rusak habis ngisi bensin di pertamina,2025-11-06,negatif
motor mati tibaterus pas jalan apa ini jg efek bensin ini ada yg sma,2025-11-06,negatif
kalsel juga banyak yg mogok sepeda motor hbis ngisi dpomdengrkn keluh masyarakat pak peresedin prabowo,2025-11-06,negatif
mtr saya brebet jg bru tdi pagi di isi prtamax mana lagi kerja malah mogok sering mati,2025-11-06,negatif
pecat s bahlul,2025-11-06,negatif
bensin di zaman dulu gak ada masalah,2025-11-06,negatif
pom bensin panjang jiwo juga,2025-11-06,netral
bahlil posisi,2025-11-06,netral
jual bensin kok di oplos negorone pye iki,2025-11-06,negatif
kapan sih jawa bisa merdeka tu pulau kena musibah mulu heran,2025-11-02,negatif
apakah ini gara gara bahlil,2025-10-31,negatif
usut menteri esdmnya min kerja gak becus ini,2025-11-02,negatif
parah pertamina rakyat beli gk pernh hutang tapi rugi dan skrng oplos tmbh dengn etanolkualat loh,2025-11-02,negatif
niat pgn untung dgn ngoplos pertalite yg ada g laku lg,2025-11-04,negatif
bahlil full senyum,2025-11-02,negatif
bahlil mikir gk sih dia tu,2025-11-04,negatif
negara konoha tambah rusak sama negara sendiri,2025-11-02,negatif
alhamdulillah pertamax,2025-11-01,positif
masih heran kok ga ada demo masalah anomali resah ini,2025-11-01,negatif
buat goblin ijo bibit korupsi hitam indonesia contoh buruk bagi generasi,2025-11-01,negatif
rebet bg bukan rebet,2025-11-01,netral
nyiksa rakyat,2025-11-01,negatif
isi pakai bahan bakar pesawat atau mesin di modifikasi jadi diesel lebih realistis,2025-11-01,netral
gapaham lagi si bahlil msih d kerja,2025-11-01,negatif
djjl bener menteri esdm ini,2025-11-01,negatif
bahlil kon,2025-11-07,negatif
trus gimna shell masih kosong balil zholim,2025-11-03,negatif
bahlill anjj,2025-11-01,negatif
lil lil lil bahlin goblin si curi nikel dan pemabok ethanol kalau bisa buat meme tolong ya,2025-11-01,negatif
ga bang ga pertalite doang gua isi pertamek juga brebet sekali lagi brebet,2025-11-04,negatif
sumpah bikin rugi kita udah ga keluar duit buat bensin aja tp juga buat biaya service yg ga murah laknat banget sumpah hasil bikin rakyat derita,2025-11-04,negatif
ya allah kenapa sih menteri mneteri pada gilaaaaa smuaaa allahu akbar,2025-11-01,negatif
iya cok nyusahkan rakyat terus udh lah umr seihklas nya,2025-11-01,negatif
santai aja kita nanti masuk surga jalur di zolimi perintah,2025-11-02,negatif
demo ke c bahlil bikin ulah,2025-11-02,negatif
babi b nya apa teman,2025-11-02,negatif
mtorku vario ben dino go pertalite alhamdulillah ora brebet seh soale cop busi ampe busi ne di ganti seng racing awale brebet go pertalite pas busine gawan mtor ambe cop busine saiki aman rek,2025-11-03,positif
km sopan banget sukses sekali ortu yg udah besar n didik km dek untung laki kelak yg jadi suami,2025-11-03,positif
pnyae tmnku jg beat street e rusak,2025-11-03,negatif
karyawan e pertimini pas di protes ngomong e sepeda e seng rusuh,2025-11-06,negatif
iki perintah turu a,2025-11-03,negatif
gua takut liat tandon air oren belakang,2025-11-06,negatif
audit direktur pertamina,2025-11-03,netral
kelakuane mr b,2025-11-03,netral
itu model nya,2025-11-06,netral
sepeda ya mbrebet,2025-11-05,negatif
pantes motor ku brebet,2025-11-06,negatif
yang ngasih saran pertalite campur etanol sok sibuk nyusahin orang the real beban negara,2025-11-06,negatif
heran sama si bahlil tiap buat bijak banyak blunder mulu,2025-11-06,negatif
harus beli pentol beli busi,2025-11-06,netral
kang bengkel makasih bahlil beli ben bahlil kon,2025-11-02,negatif
kapan bahlil di pecat,2025-11-02,negatif
puodooooo,2025-11-02,negatif
sana ada spbu kode kah,2025-11-01,netral
demo suruh cabut atur buat produk luar negeri seperti sell untuk beri ijin dan bebas untuk jual di indo,2025-11-01,negatif
ket wing ko seliwer nang beranda motor do mogok iki area jatimsmoga cpt d atas pertaminawah ngerugi kan uwong akeh nek ngene ki smoga area jateng jogya ttp aman,2025-11-02,negatif
perintah denger suara rakyat gak sih,2025-11-02,negatif
dosa besar pertamina sdh buat masyarakat indonesia sengsara sepeda rusak,2025-11-02,negatif
perintah konoha cap gathel nyusahne wong cilik tok,2025-11-01,negatif
oleh mesoh a lek ijoli duet bengkel,2025-11-02,negatif
up,2025-11-02,netral
bahlil ga turun besok netijen lain yang nak,2025-11-02,negatif
tiwas ngisi full pertamax mosok di isi kuah rawon,2025-11-02,negatif
itu nyata negara kita selalubikun susah rakyat,2025-11-02,negatif
rindu ngisi nang indostasion soale wes podo tutup paksa pertamax,2025-11-02,negatif
vario ku saiki yo kuk kuk mosok podo karo wong mbrebet,2025-11-01,negatif
salah pake pertalite dapat motor baru ko isi bensin subsidi jelas kamu sing salah,2025-11-02,negatif
sumpah kalimantan kyk gin serentak jg brebet bulan april,2025-11-02,negatif
aku wis alih ke bp,2025-11-01,netral
dulu banyak pom bensin mobil sepi beli jadi ikhlasin aja jadi langgan pertamina,2025-11-01,netral
pokok aku ojok kongkon tanggung jawab,2025-11-02,negatif
opo enake di isi ambek alkohol campur kuku bima ae yo,2025-11-02,negatif
ting tau kompresi kendara yg kita pakemau nya hemat yg penting motor jalan,2025-11-02,netral
ayo tanggung jawab iniapa harus demo dulu baru benah,2025-11-01,negatif
ws akeh kjdian ngene perintah mneng ae,2025-11-02,negatif
sama e mba motor ya brebet ini ini harus bawa ke bengkel dulu kah kak mohon saran,2025-11-02,negatif
ganti menteri tambang,2025-11-02,negatif
bar tekko tumbas pertamax cahh,2025-11-02,netral
di doa aj,2025-11-02,netral
udh susah di buat susah lagi,2025-11-02,negatif
darurat bbm,2025-11-01,negatif
gw udah thun ga ke pom klo isi selalu beli ecer aja di desa wkwk tpi alhamdulillah aman aja minus nya mahal aja k liter,2025-11-03,netral
dok en lil bahlil,2025-11-03,negatif
masyarakat indonesia udh serama ini dan muak ini perintah gabpecat bahlil juga nunggu apa lagi coba anj,2025-11-03,negatif
poro jabat ng ndi iki gubernur bupati sg turun malah cak ji walkot suroboyo,2025-11-04,negatif
iyo wes aku tanggung jawabrabi kapan,2025-11-04,positif
pake onthel sehat dan tidak boros di kantong,2025-11-03,positif
mbak lak beli bensin nang pertamina mintao struk buat bukti ben isok di lapor,2025-10-31,negatif
wing beat ku tak isi pertalite nenk pom bensin danakarya alhamdulillah sek aman kakyo opo mnh ngenteni shell opo bp podo kosong kbh motore selak di gawe kerjo bahlil ancene njalok di koyek kok,2025-10-31,positif
motor gw juga kena anj dasar pertamina anj kualitas rendah anj mtor gw belum selesai nyicilnya tapi udah kena injektornya gara gara gw sering isi bahan bakar di pom pertamina lo tau kan pom yg ada kasus ttng bensin campur air itu nah gw isi situ rusak ini motor anj anj pertamina anj,2025-11-02,negatif
bahlil b nya apa,2025-11-08,netral
dengan cara ini demi untung besar tampa pikir rugi orang lain,2025-11-06,negatif
lngsung jdiin judul skripsi aja kak,2025-10-31,netral
kuwi montormu kepanasen gr etanolyo ketok e adem tp njero panasdadi busine matibusi kerak e parah resik mari jare kok masalahe nek busine jare pertaminamakane kudune bengkel podo speak up lk ora yo panggah golek alas pertamina anccukkk,2025-11-03,negatif
sama scoopyku pakai pertamax kok brebet pis,2025-11-03,negatif
karena di ada mulyono opung dan bahlil,2025-11-03,netral
bakal luar biasa hisab nih perintah kita negara mayoritas muslim tapi kalah akhlak dari jepang dan negara mayoritas non muslim,2025-11-02,negatif
saran saya klo masih bisa ngotak ngatik sendiri mending ganti dlu aja yg dasar dasar kuras tangki ganti busi kalo udah kuning bbm ganti pertamax turbo beli sedikit saja dlu ganti pertamax biru sekira nya masih berbed bawa ke bngkel saja,2025-11-02,netral
bbm maha enggak ada qualitymenteri sama aja goblok,2025-11-02,negatif
mau ngeles apalagi lu,2025-11-02,negatif
rakabuming pakkkk tolong lahh montorku juga brebet,2025-11-02,negatif
kapok,2025-11-02,negatif
monggo di pers kn,2025-11-02,netral
gak opo rek kan bengkele neng pro bahlil dwekke,2025-11-02,netral
malam ini vario tetiba mogok padahal bensin masih paro kyok e ya gr bnsin ini kmren sabtu aku isi full,2025-11-02,negatif
mangkane isio bp,2025-11-02,netral
kalo kayak gin gimana rakyat udah susah makin susah loh huhuu,2025-11-01,negatif
konco kok sangar mbak,2025-11-02,positif
sampe sepeda bingung kate tak isi bensin opo pdahal wes kentek an bensin mosok yo kudu peda ontelan,2025-11-02,negatif
pertamax sama pertalite sama e,2025-11-02,netral
deloken m o to mu c o k jaluk ta sleding ta asuy,2025-11-02,negatif
woiii podo mbak aku mang awan sektas ng bengkel ganti busi pis,2025-11-02,netral
di darjo kota udah ada shell malah tutup ganti pertamina juga kan nyebelin ya ngga ngasih rakyat opsi lain jadi mau ngga mau harus beli ke pertamina,2025-11-02,negatif
honda ampas kasih bensin ampas yo brodol ges,2025-11-02,negatif
wes tak like moga pertamina moco,2025-11-02,positif
scoopy ku anyar yaa gitu mba abis isi bensin pertalite sm adekku langsung nyandet jalan,2025-11-02,negatif
lahadalia udh bnyk kasus masih tutup mata kah,2025-11-01,negatif
klaimnooo mbakee,2025-11-02,netral
lah aku sering pake pertamax aman aja,2025-11-02,positif
sampean hak tuntut kualitas bbm yang sampean beli serta bukti dan laku tuntut kepada yang wenang,2025-11-01,netral
banyak honda yg kena,2025-11-02,negatif
ngoro jombang,2025-11-05,netral
laksana siap laksana,2025-11-08,positif
kami bagai pihak bengkel sangat berterimakasih atas banyak kasus motor pada rusak akibat isi bensin pertalite karena dapat rezeki kita sangat tambah,2025-10-31,positif
rumah bahlil di sidak ngga pak,2025-11-06,netral
bner byk mtor brebet skrg,2025-11-06,negatif
mending swasta,2025-11-06,positif
politik lgi ini ceritax,2025-11-06,negatif
udh tau gk bisa ke campur kn kyk mi dan air,2025-11-06,negatif
gara ini spda sy mati juga pak bensin pertalite ada campur,2025-11-06,negatif
tul sy abis beli tamak sepeda tiba sering mogok di tengah jl,2025-11-06,negatif
bikin vt nya di spbu sajadan di saksi isi bensin lain nya dan di saksi operator spbukalau perlu di saksi aparat polisi biar tidak timbul resah di masyarakat,2025-11-06,netral
shell aj kek bahaya c ojol pd brebet,2025-11-06,negatif
di daerah jawa timur jember juga di campur dan bikin motor rusak,2025-11-05,negatif
kiro motor e bahlil enek etanol e opo ora yo,2025-11-05,netral
gitu doang ngeluh,2025-11-06,negatif
ada pa danil,2025-11-06,netral
vario ku ikut sesak napas rebet rebet,2025-11-06,negatif
medan kereta brebet baru di benerin nak jtaan,2025-11-06,negatif
emang bbr klw dah di endap simpan,2025-11-06,netral
bapak nya kena kamera pertamina,2025-11-06,netral
motor aku ngadat padahal mesin masih mulus,2025-11-06,negatif
motor beat di isi solar kok,2025-11-06,negatif
presiden mlempem,2025-11-06,negatif
apa cuma beberapa pom doang atau semua nya soal nya says di bandung masih aman atau distribusi bbm yg baru belum seluruh aja,2025-11-06,netral
bahlil stnk nya basah itumah bukan karena bensinya,2025-11-02,netral
si bahlill ken jadi uchiha itachi kali,2025-11-02,netral
samaaa kblangan ini motor tbtb mati mulu kek lemah bat dia lemaahhh,2025-11-02,negatif
pantes motor gw jg bgtu anj emg si bahlul,2025-10-31,negatif
ini bukan hoax tapi ini nyata dan fakta banyak motor brebet gimana bijak perintah ini,2025-11-02,negatif
suaramesin kasar,2025-11-07,negatif
bahlull,2025-11-07,negatif
beli ecer ajaakan liat klo ada air,2025-11-07,netral
ngak ada ngak ada nih sepehku habis ribu bawa bekel,2025-11-07,negatif
eman iya efek kendara pada banting valve,2025-11-07,negatif
bahlil bahlul motor gw jadi brebet,2025-11-07,negatif
jangan diposting terus langsung di proses aj,2025-11-07,netral
selagi koruptor tidak di hukum mati tetep rusuh penuh sampah negara,2025-11-07,negatif
ben opo se d oplos banyu barang,2025-11-07,negatif
saya jg jd korban malem di isi pertalite pagi sdh brebet,2025-11-07,negatif
tambah ancur nih negara,2025-11-07,negatif
penjara gregget banget aku sm yg ngecampur,2025-11-07,negatif
ngeyeeeel tutup wae spbunya pak,2025-11-07,negatif
tolong dong perintah cepat di selesai masalah ini kasi masyarakat udah susah nyari uang,2025-11-07,negatif
pertamax juga bet,2025-11-07,negatif
bahlil memang titip jokowi biar perintah prabowo cheosprabowo juga tau kalau bahlil bego cuman gak berdayatuk campak,2025-11-07,negatif
akhr x kndraan q kena rebet jg,2025-11-07,negatif
nahh gt itusaya sudah d batas ke bengkel x dan lapor spbu tp spbunya ada aja sanggah nya kl bilang mesin masalah masak iyaa bareng jamaah gin hadehhh meski spbu bilang udah di sidak dan mereka aman tp loo bukti ancur asli,2025-11-07,negatif
gara pertalite motor ku ke nya brebet semua,2025-11-07,negatif
kenapa sekarang pertalite lagi yang masalah kemarin pertamax kenapa kita rakyat sudah tengah mati dengan hidup mala diginiin,2025-11-01,negatif
bacut eeeeee sampe pertalite ae dioploss,2025-11-07,negatif
lucuyg disalahin pertamina padahal semua tau siapa laku yg oploshukum di indonesia emang berat belah,2025-11-07,negatif
assalamualaikum pprabowo mohon copot aja p bahil kasi rakyat nya pak beli sepeda motor mahal ujung ujung rusak gara gara etanol,2025-11-07,negatif
biar bapak sidak smpai di mna klo kebijkan tri pake etanolknpa mesti d slah pom nyalogikaaaa,2025-11-07,negatif
wes epok kabehh,2025-11-07,negatif
bilang aja air,2025-11-07,negatif
motor aku pake pertalet greget akhir pake pertamax,2025-11-07,negatif
orak di campor uyoh e balil ssn,2025-11-07,negatif
moga kita masuk surga lewat jalur wni,2025-11-02,positif
gara bahlul,2025-11-02,negatif
andai ambrozi dan imam samudra masih hidup,2025-11-02,negatif
uchiha bahlil,2025-11-02,negatif
mang berani cape denger berita oplos mulu,2025-11-06,negatif
makin dzolim aja para jabat,2025-11-06,negatif
itu yg masih bangga banggain pertalite dimanaa otakkk kauu emang iya bener lebih murah tapi kan gk sehat kocak alih deh ke ron atas jgn pada kocak sadar napagini gimana indonesia mau maju udah perintah tukang boong ini pula masyarakat kocak akan sadar otak sendri,2025-11-06,negatif
yg salah ya bhlul,2025-11-06,negatif
hasil bijak si bahlul,2025-11-06,negatif
adil bahlil mafia migas gank solo,2025-11-06,negatif
rakabuming indonesia ri jagung suruh cek pak ada indikasi korupsi,2025-11-06,negatif
presidene turu,2025-11-06,negatif
hoax gk nih ampun dah ini tambah parah,2025-11-06,negatif
banyak banget soal sini kena pertalit untung gw pertamax wowkwowo tapi kemaren liat ig madura jirr pertamax airr semua banyak yg kenaa,2025-11-06,negatif
aku beli ecer aja,2025-11-06,netral
itu salah si bahlil,2025-11-06,negatif
gara busi itu,2025-11-06,negatif
serakah amat yatanpa curang tanpa di oplos sudah untung bnyak krena gak di supsidi tapi tetap aja kurang dasar manusia serakah,2025-11-06,negatif
emg pertamina anj mtr gua brebet gua ngira mesin yg kenapa kenap smpe x service nyata permasalahnbya di bensin anj,2025-11-06,negatif
untung di jepara masih aman,2025-11-06,positif
tadi aku ngisi bensin pertalite jam malemnya keluar jam mlm tiba mati motor masak iyah aku jadi korban lanjut,2025-11-06,negatif
madura juga,2025-11-06,negatif
ada baik selang isi di spbu tuh di kasih selang yg transparan pak biar ada transparansi jga sama warga,2025-11-06,positif
yg di usut bahlul biar semua tidak ada masalah lagi semua ini gara gara bahlul,2025-11-06,negatif
pertamina kacau,2025-11-06,negatif
di bohong mau bae,2025-11-06,negatif
kelolah sendiri pak sumberdaya alam indonesia jangan suruh negara lain,2025-11-06,positif
motor sya tiba mati stater idup lgi trs kya abis bensin gtu,2025-11-06,negatif
ancurrr prabowo ngerti kaga,2025-11-06,negatif
bang ucap brebet mu salah,2025-10-31,negatif
mbrebet bang bukan mbrebet,2025-10-31,netral
motor ku sampai kenna,2025-10-31,negatif
terima kasih pak bahlil berkat bapak bengkel kami jd ramai busi laris jual,2025-10-31,positif
